Game,Quarter,Possession,State A,State B,Result,Length,Binary Length
7,2,26,13,18,Win,7,short
7,2,26,18,0b,Win,7,short
7,2,27,6,7,Win,8,short
7,2,27,7,12,Win,8,short
7,2,27,12,17,Win,8,short
7,2,27,17,16,Win,8,short
7,2,27,16,11,Win,8,short
7,2,27,11,16,Win,8,short
7,2,27,16,20,Win,8,short
7,2,27,20,1,Win,8,short
7,2,28,5,6,Win,8,short
7,2,28,6,8,Win,8,short
7,2,28,8,9,Win,8,short
7,2,28,9,13,Win,8,short
7,2,28,13,18,Win,8,short
7,2,28,18,17,Win,8,short
7,2,28,17,20,Win,8,short
7,2,28,20,2,Win,8,short
7,2,29,19,20,Win,10,short
7,2,29,20,21,Win,10,short
7,2,29,21,15,Win,10,short
7,2,29,15,13,Win,10,short
7,2,29,13,18,Win,10,short
7,2,29,18,8,Win,10,short
7,2,29,8,12,Win,10,short
7,2,29,12,17,Win,10,short
7,2,29,17,12,Win,10,short
7,2,29,12,0a,Win,10,short
7,2,30,5,6,Win,7,short
7,2,30,6,7,Win,7,short
7,2,30,7,11,Win,7,short
7,2,30,11,16,Win,7,short
7,2,30,16,15,Win,7,short
7,2,30,15,11,Win,7,short
7,2,30,11,0a,Win,7,short
7,2,31,19,14,Win,8,short
7,2,31,14,13,Win,8,short
7,2,31,13,12,Win,8,short
7,2,31,12,7,Win,8,short
7,2,31,7,11,Win,8,short
7,2,31,11,16,Win,8,short
7,2,31,16,17,Win,8,short
7,2,31,17,2,Win,8,short
7,2,32,6,8,Win,3,short
7,2,32,8,11,Win,3,short
7,2,32,11,3,Win,3,short
7,2,33,6,8,Win,4,short
7,2,33,8,12,Win,4,short
7,2,33,12,11,Win,4,short
7,2,33,11,0a,Win,4,short
7,2,34,5,6,Win,13,long
7,2,34,6,7,Win,13,long
7,2,34,7,11,Win,13,long
7,2,34,11,16,Win,13,long
7,2,34,16,17,Win,13,long
7,2,34,17,8,Win,13,long
7,2,34,8,12,Win,13,long
7,2,34,12,13,Win,13,long
7,2,34,13,18,Win,13,long
7,2,34,18,20,Win,13,long
7,2,34,20,21,Win,13,long
7,2,34,21,10,Win,13,long
7,2,34,10,0a,Win,13,long
7,2,35,5,6,Win,7,short
7,2,35,6,8,Win,7,short
7,2,35,8,12,Win,7,short
7,2,35,12,11,Win,7,short
7,2,35,11,16,Win,7,short
7,2,35,16,11,Win,7,short
7,2,35,11,0a,Win,7,short
7,2,36,6,9,Win,8,short
7,2,36,9,8,Win,8,short
7,2,36,8,7,Win,8,short
7,2,36,7,11,Win,8,short
7,2,36,11,16,Win,8,short
7,2,36,16,20,Win,8,short
7,2,36,20,13,Win,8,short
7,2,36,13,3,Win,8,short
7,2,37,5,6,Win,7,short
7,2,37,6,9,Win,7,short
7,2,37,9,8,Win,7,short
7,2,37,8,12,Win,7,short
7,2,37,12,17,Win,7,short
7,2,37,17,12,Win,7,short
7,2,37,12,0a,Win,7,short
7,2,38,5,6,Win,7,short
7,2,38,6,7,Win,7,short
7,2,38,7,8,Win,7,short
7,2,38,8,11,Win,7,short
7,2,38,11,16,Win,7,short
7,2,38,16,20,Win,7,short
7,2,38,20,0a,Win,7,short
7,2,39,6,7,Win,6,short
7,2,39,7,11,Win,6,short
7,2,39,11,16,Win,6,short
7,2,39,16,15,Win,6,short
7,2,39,15,21,Win,6,short
7,2,39,21,0a,Win,6,short
7,2,40,5,6,Win,18,long
7,2,40,6,8,Win,18,long
7,2,40,8,7,Win,18,long
7,2,40,7,22,Win,18,long
7,2,40,22,7,Win,18,long
7,2,40,7,11,Win,18,long
7,2,40,11,16,Win,18,long
7,2,40,16,15,Win,18,long
7,2,40,15,21,Win,18,long
7,2,40,21,19,Win,18,long
7,2,40,19,18,Win,18,long
7,2,40,18,9,Win,18,long
7,2,40,9,8,Win,18,long
7,2,40,8,12,Win,18,long
7,2,40,12,17,Win,18,long
7,2,40,17,20,Win,18,long
7,2,40,20,21,Win,18,long
7,2,40,21,2,Win,18,long
7,2,41,6,7,Win,11,long
7,2,41,7,9,Win,11,long
7,2,41,9,8,Win,11,long
7,2,41,8,12,Win,11,long
7,2,41,12,17,Win,11,long
7,2,41,17,20,Win,11,long
7,2,41,20,10,Win,11,long
7,2,41,10,15,Win,11,long
7,2,41,15,11,Win,11,long
7,2,41,11,21,Win,11,long
7,2,41,21,0b,Win,11,long
7,2,42,5,6,Win,7,short
7,2,42,6,8,Win,7,short
7,2,42,8,12,Win,7,short
7,2,42,12,17,Win,7,short
7,2,42,17,18,Win,7,short
7,2,42,18,17,Win,7,short
7,2,42,17,0b,Win,7,short
7,2,43,5,6,Win,9,short
7,2,43,6,8,Win,9,short
7,2,43,8,13,Win,9,short
7,2,43,13,18,Win,9,short
7,2,43,18,20,Win,9,short
7,2,43,20,11,Win,9,short
7,2,43,11,16,Win,9,short
7,2,43,16,11,Win,9,short
7,2,43,11,0a,Win,9,short
7,2,44,6,8,Win,7,short
7,2,44,8,9,Win,7,short
7,2,44,9,13,Win,7,short
7,2,44,13,18,Win,7,short
7,2,44,18,20,Win,7,short
7,2,44,20,21,Win,7,short
7,2,44,21,3,Win,7,short
7,2,45,22,7,Win,7,short
7,2,45,7,11,Win,7,short
7,2,45,11,16,Win,7,short
7,2,45,16,11,Win,7,short
7,2,45,11,16,Win,7,short
7,2,45,16,15,Win,7,short
7,2,45,15,2,Win,7,short
7,3,46,5,6,Win,10,short
7,3,46,6,8,Win,10,short
7,3,46,8,7,Win,10,short
7,3,46,7,11,Win,10,short
7,3,46,11,16,Win,10,short
7,3,46,16,8,Win,10,short
7,3,46,8,24,Win,10,short
7,3,46,24,10,Win,10,short
7,3,46,10,21,Win,10,short
7,3,46,21,2,Win,10,short
7,3,47,5,6,Win,12,long
7,3,47,6,8,Win,12,long
7,3,47,8,12,Win,12,long
7,3,47,12,17,Win,12,long
7,3,47,17,12,Win,12,long
7,3,47,12,21,Win,12,long
7,3,47,21,15,Win,12,long
7,3,47,15,11,Win,12,long
7,3,47,11,15,Win,12,long
7,3,47,15,7,Win,12,long
7,3,47,7,8,Win,12,long
7,3,47,8,3,Win,12,long
7,3,48,5,6,Win,19,long
7,3,48,6,9,Win,19,long
7,3,48,9,8,Win,19,long
7,3,48,8,12,Win,19,long
7,3,48,12,13,Win,19,long
7,3,48,13,18,Win,19,long
7,3,48,18,23,Win,19,long
7,3,48,23,9,Win,19,long
7,3,48,9,8,Win,19,long
7,3,48,8,12,Win,19,long
7,3,48,12,17,Win,19,long
7,3,48,17,10,Win,19,long
7,3,48,10,15,Win,19,long
7,3,48,15,20,Win,19,long
7,3,48,20,21,Win,19,long
7,3,48,21,19,Win,19,long
7,3,48,19,20,Win,19,long
7,3,48,20,21,Win,19,long
7,3,48,21,2,Win,19,long
7,3,49,6,7,Win,6,short
7,3,49,7,11,Win,6,short
7,3,49,11,16,Win,6,short
7,3,49,16,20,Win,6,short
7,3,49,20,12,Win,6,short
7,3,49,12,0a,Win,6,short
7,3,50,6,8,Win,6,short
7,3,50,8,12,Win,6,short
7,3,50,12,17,Win,6,short
7,3,50,17,20,Win,6,short
7,3,50,20,21,Win,6,short
7,3,50,21,2,Win,6,short
7,3,51,5,6,Win,7,short
7,3,51,6,8,Win,7,short
7,3,51,8,12,Win,7,short
7,3,51,12,11,Win,7,short
7,3,51,11,16,Win,7,short
7,3,51,16,20,Win,7,short
7,3,51,20,0a,Win,7,short
7,3,52,5,6,Win,6,short
7,3,52,6,8,Win,6,short
7,3,52,8,12,Win,6,short
7,3,52,12,17,Win,6,short
7,3,52,17,12,Win,6,short
7,3,52,12,3,Win,6,short
7,3,53,6,7,Win,9,short
7,3,53,7,11,Win,9,short
7,3,53,11,16,Win,9,short
7,3,53,16,20,Win,9,short
7,3,53,20,21,Win,9,short
7,3,53,21,24,Win,9,short
7,3,53,24,19,Win,9,short
7,3,53,19,13,Win,9,short
7,3,53,13,3,Win,9,short
7,3,54,6,7,Win,9,short
7,3,54,7,11,Win,9,short
7,3,54,11,8,Win,9,short
7,3,54,8,12,Win,9,short
7,3,54,12,17,Win,9,short
7,3,54,17,18,Win,9,short
7,3,54,18,20,Win,9,short
7,3,54,20,10,Win,9,short
7,3,54,10,3,Win,9,short
7,3,55,5,6,Win,7,short
7,3,55,6,8,Win,7,short
7,3,55,8,9,Win,7,short
7,3,55,9,8,Win,7,short
7,3,55,8,15,Win,7,short
7,3,55,15,21,Win,7,short
7,3,55,21,2,Win,7,short
7,3,56,6,9,Win,13,long
7,3,56,9,13,Win,13,long
7,3,56,13,18,Win,13,long
7,3,56,18,17,Win,13,long
7,3,56,17,8,Win,13,long
7,3,56,8,9,Win,13,long
7,3,56,9,8,Win,13,long
7,3,56,8,12,Win,13,long
7,3,56,12,11,Win,13,long
7,3,56,11,16,Win,13,long
7,3,56,16,15,Win,13,long
7,3,56,15,21,Win,13,long
7,3,56,21,0a,Win,13,long
7,3,57,5,6,Win,4,short
7,3,57,6,8,Win,4,short
7,3,57,8,12,Win,4,short
7,3,57,12,0a,Win,4,short
7,3,58,5,6,Win,7,short
7,3,58,6,7,Win,7,short
7,3,58,7,8,Win,7,short
7,3,58,8,12,Win,7,short
7,3,58,12,20,Win,7,short
7,3,58,20,21,Win,7,short
7,3,58,21,2,Win,7,short
7,3,59,5,6,Win,6,short
7,3,59,6,8,Win,6,short
7,3,59,8,9,Win,6,short
7,3,59,9,13,Win,6,short
7,3,59,13,18,Win,6,short
7,3,59,18,1,Win,6,short
7,3,60,6,9,Win,4,short
7,3,60,9,13,Win,4,short
7,3,60,13,21,Win,4,short
7,3,60,21,0a,Win,4,short
7,3,61,5,6,Win,11,long
7,3,61,6,7,Win,11,long
7,3,61,7,8,Win,11,long
7,3,61,8,7,Win,11,long
7,3,61,7,11,Win,11,long
7,3,61,11,16,Win,11,long
7,3,61,16,15,Win,11,long
7,3,61,15,11,Win,11,long
7,3,61,11,13,Win,11,long
7,3,61,13,14,Win,11,long
7,3,61,14,0a,Win,11,long
7,3,62,5,6,Win,11,long
7,3,62,6,8,Win,11,long
7,3,62,8,13,Win,11,long
7,3,62,13,12,Win,11,long
7,3,62,12,17,Win,11,long
7,3,62,17,8,Win,11,long
7,3,62,8,9,Win,11,long
7,3,62,9,13,Win,11,long
7,3,62,13,20,Win,11,long
7,3,62,20,10,Win,11,long
7,3,62,10,3,Win,11,long
7,3,63,6,17,Win,4,short
7,3,63,17,20,Win,4,short
7,3,63,20,21,Win,4,short
7,3,63,21,2,Win,4,short
7,3,64,5,6,Win,15,long
7,3,64,6,8,Win,15,long
7,3,64,8,9,Win,15,long
7,3,64,9,8,Win,15,long
7,3,64,8,12,Win,15,long
7,3,64,12,13,Win,15,long
7,3,64,13,12,Win,15,long
7,3,64,12,8,Win,15,long
7,3,64,8,9,Win,15,long
7,3,64,9,8,Win,15,long
7,3,64,8,12,Win,15,long
7,3,64,12,17,Win,15,long
7,3,64,17,20,Win,15,long
7,3,64,20,21,Win,15,long
7,3,64,21,2,Win,15,long
7,3,65,5,6,Win,5,short
7,3,65,6,8,Win,5,short
7,3,65,8,12,Win,5,short
7,3,65,12,17,Win,5,short
7,3,65,17,2,Win,5,short
7,3,66,6,8,Win,6,short
7,3,66,8,12,Win,6,short
7,3,66,12,17,Win,6,short
7,3,66,17,20,Win,6,short
7,3,66,20,16,Win,6,short
7,3,66,16,0a,Win,6,short
7,3,67,6,8,Win,8,short
7,3,67,8,22,Win,8,short
7,3,67,22,8,Win,8,short
7,3,67,8,12,Win,8,short
7,3,67,12,17,Win,8,short
7,3,67,17,20,Win,8,short
7,3,67,20,21,Win,8,short
7,3,67,21,2,Win,8,short
7,4,68,5,6,Win,11,long
7,4,68,6,8,Win,11,long
7,4,68,8,11,Win,11,long
7,4,68,11,16,Win,11,long
7,4,68,16,20,Win,11,long
7,4,68,20,13,Win,11,long
7,4,68,13,8,Win,11,long
7,4,68,8,12,Win,11,long
7,4,68,12,17,Win,11,long
7,4,68,17,12,Win,11,long
7,4,68,12,3,Win,11,long
7,4,69,5,6,Win,8,short
7,4,69,6,8,Win,8,short
7,4,69,8,12,Win,8,short
7,4,69,12,11,Win,8,short
7,4,69,11,7,Win,8,short
7,4,69,7,11,Win,8,short
7,4,69,11,15,Win,8,short
7,4,69,15,0a,Win,8,short
7,4,70,5,6,Win,9,short
7,4,70,6,8,Win,9,short
7,4,70,8,12,Win,9,short
7,4,70,12,13,Win,9,short
7,4,70,13,18,Win,9,short
7,4,70,18,17,Win,9,short
7,4,70,17,20,Win,9,short
7,4,70,20,11,Win,9,short
7,4,70,11,0a,Win,9,short
7,4,71,6,9,Win,12,long
7,4,71,9,13,Win,12,long
7,4,71,13,18,Win,12,long
7,4,71,18,17,Win,12,long
7,4,71,17,12,Win,12,long
7,4,71,12,8,Win,12,long
7,4,71,8,12,Win,12,long
7,4,71,12,17,Win,12,long
7,4,71,17,16,Win,12,long
7,4,71,16,20,Win,12,long
7,4,71,20,21,Win,12,long
7,4,71,21,2,Win,12,long
7,4,72,6,8,Win,11,long
7,4,72,8,12,Win,11,long
7,4,72,12,14,Win,11,long
7,4,72,14,19,Win,11,long
7,4,72,19,13,Win,11,long
7,4,72,13,8,Win,11,long
7,4,72,8,12,Win,11,long
7,4,72,12,17,Win,11,long
7,4,72,17,20,Win,11,long
7,4,72,20,11,Win,11,long
7,4,72,11,3,Win,11,long
7,4,73,5,6,Win,17,long
7,4,73,6,9,Win,17,long
7,4,73,9,8,Win,17,long
7,4,73,8,12,Win,17,long
7,4,73,12,8,Win,17,long
7,4,73,8,12,Win,17,long
7,4,73,12,17,Win,17,long
7,4,73,17,12,Win,17,long
7,4,73,12,17,Win,17,long
7,4,73,17,16,Win,17,long
7,4,73,16,15,Win,17,long
7,4,73,15,7,Win,17,long
7,4,73,7,11,Win,17,long
7,4,73,11,17,Win,17,long
7,4,73,17,13,Win,17,long
7,4,73,13,21,Win,17,long
7,4,73,21,1,Win,17,long
7,4,74,5,6,Win,9,short
7,4,74,6,9,Win,9,short
7,4,74,9,8,Win,9,short
7,4,74,8,9,Win,9,short
7,4,74,9,8,Win,9,short
7,4,74,8,12,Win,9,short
7,4,74,12,17,Win,9,short
7,4,74,17,20,Win,9,short
7,4,74,20,0b,Win,9,short
7,4,75,5,6,Win,7,short
7,4,75,6,8,Win,7,short
7,4,75,8,7,Win,7,short
7,4,75,7,8,Win,7,short
7,4,75,8,12,Win,7,short
7,4,75,12,17,Win,7,short
7,4,75,17,0a,Win,7,short
7,4,76,5,6,Win,5,short
7,4,76,6,8,Win,5,short
7,4,76,8,13,Win,5,short
7,4,76,13,9,Win,5,short
7,4,76,9,0b,Win,5,short
7,4,77,5,6,Win,6,short
7,4,77,6,7,Win,6,short
7,4,77,7,11,Win,6,short
7,4,77,11,16,Win,6,short
7,4,77,16,21,Win,6,short
7,4,77,21,1,Win,6,short
7,4,78,5,6,Win,14,long
7,4,78,6,8,Win,14,long
7,4,78,8,9,Win,14,long
7,4,78,9,13,Win,14,long
7,4,78,13,18,Win,14,long
7,4,78,18,19,Win,14,long
7,4,78,19,21,Win,14,long
7,4,78,21,19,Win,14,long
7,4,78,19,20,Win,14,long
7,4,78,20,16,Win,14,long
7,4,78,16,11,Win,14,long
7,4,78,11,7,Win,14,long
7,4,78,7,11,Win,14,long
7,4,78,11,0a,Win,14,long
7,4,79,5,6,Win,7,short
7,4,79,6,8,Win,7,short
7,4,79,8,12,Win,7,short
7,4,79,12,17,Win,7,short
7,4,79,17,20,Win,7,short
7,4,79,20,18,Win,7,short
7,4,79,18,2,Win,7,short
7,4,80,5,6,Win,7,short
7,4,80,6,7,Win,7,short
7,4,80,7,11,Win,7,short
7,4,80,11,16,Win,7,short
7,4,80,16,20,Win,7,short
7,4,80,20,21,Win,7,short
7,4,80,21,0a,Win,7,short
7,4,81,5,6,Win,12,long
7,4,81,6,8,Win,12,long
7,4,81,8,9,Win,12,long
7,4,81,9,13,Win,12,long
7,4,81,13,18,Win,12,long
7,4,81,18,13,Win,12,long
7,4,81,13,12,Win,12,long
7,4,81,12,8,Win,12,long
7,4,81,8,12,Win,12,long
7,4,81,12,17,Win,12,long
7,4,81,17,12,Win,12,long
7,4,81,12,0a,Win,12,long
7,4,82,6,9,Win,7,short
7,4,82,9,8,Win,7,short
7,4,82,8,9,Win,7,short
7,4,82,9,8,Win,7,short
7,4,82,8,12,Win,7,short
7,4,82,12,17,Win,7,short
7,4,82,17,0a,Win,7,short
7,4,83,6,7,Win,12,long
7,4,83,7,8,Win,12,long
7,4,83,8,12,Win,12,long
7,4,83,12,17,Win,12,long
7,4,83,17,20,Win,12,long
7,4,83,20,13,Win,12,long
7,4,83,13,12,Win,12,long
7,4,83,12,17,Win,12,long
7,4,83,17,11,Win,12,long
7,4,83,11,13,Win,12,long
7,4,83,13,21,Win,12,long
7,4,83,21,1,Win,12,long
7,4,84,5,6,Win,5,short
7,4,84,6,18,Win,5,short
7,4,84,18,20,Win,5,short
7,4,84,20,21,Win,5,short
7,4,84,21,2,Win,5,short
7,4,85,5,6,Win,4,short
7,4,85,6,9,Win,4,short
7,4,85,9,8,Win,4,short
7,4,85,8,2,Win,4,short
7,4,86,5,6,Win,7,short
7,4,86,6,7,Win,7,short
7,4,86,7,8,Win,7,short
7,4,86,8,12,Win,7,short
7,4,86,12,17,Win,7,short
7,4,86,17,20,Win,7,short
7,4,86,20,2,Win,7,short
7,4,87,6,8,Win,5,short
7,4,87,8,9,Win,5,short
7,4,87,9,13,Win,5,short
7,4,87,13,9,Win,5,short
7,4,87,9,1,Win,5,short
7,4,88,5,6,Win,10,short
7,4,88,6,8,Win,10,short
7,4,88,8,13,Win,10,short
7,4,88,13,17,Win,10,short
7,4,88,17,8,Win,10,short
7,4,88,8,7,Win,10,short
7,4,88,7,11,Win,10,short
7,4,88,11,16,Win,10,short
7,4,88,16,14,Win,10,short
7,4,88,14,2,Win,10,short
