Game,Quarter,Possession,State A,State B,Result,Length,Binary Length
1,1,1,6,8,Loss,12,long
1,1,1,8,9,Loss,12,long
1,1,1,9,13,Loss,12,long
1,1,1,13,12,Loss,12,long
1,1,1,12,17,Loss,12,long
1,1,1,17,20,Loss,12,long
1,1,1,20,15,Loss,12,long
1,1,1,15,10,Loss,12,long
1,1,1,10,16,Loss,12,long
1,1,1,16,20,Loss,12,long
1,1,1,20,12,Loss,12,long
1,1,1,12,0a,Loss,12,long
1,1,2,6,8,Loss,6,short
1,1,2,8,12,Loss,6,short
1,1,2,12,17,Loss,6,short
1,1,2,17,20,Loss,6,short
1,1,2,20,21,Loss,6,short
1,1,2,21,2,Loss,6,short
1,1,3,6,9,Loss,10,short
1,1,3,9,8,Loss,10,short
1,1,3,8,12,Loss,10,short
1,1,3,12,11,Loss,10,short
1,1,3,11,16,Loss,10,short
1,1,3,16,12,Loss,10,short
1,1,3,12,17,Loss,10,short
1,1,3,17,20,Loss,10,short
1,1,3,20,21,Loss,10,short
1,1,3,21,2,Loss,10,short
1,1,4,6,9,Loss,12,long
1,1,4,9,12,Loss,12,long
1,1,4,12,17,Loss,12,long
1,1,4,17,20,Loss,12,long
1,1,4,20,21,Loss,12,long
1,1,4,21,24,Loss,12,long
1,1,4,24,13,Loss,12,long
1,1,4,13,12,Loss,12,long
1,1,4,12,17,Loss,12,long
1,1,4,17,20,Loss,12,long
1,1,4,20,15,Loss,12,long
1,1,4,15,0a,Loss,12,long
1,1,5,6,8,Loss,3,short
1,1,5,8,12,Loss,3,short
1,1,5,12,3,Loss,3,short
1,1,6,5,6,Loss,14,long
1,1,6,6,8,Loss,14,long
1,1,6,8,13,Loss,14,long
1,1,6,13,18,Loss,14,long
1,1,6,18,19,Loss,14,long
1,1,6,19,14,Loss,14,long
1,1,6,14,19,Loss,14,long
1,1,6,19,20,Loss,14,long
1,1,6,20,17,Loss,14,long
1,1,6,17,12,Loss,14,long
1,1,6,12,17,Loss,14,long
1,1,6,17,20,Loss,14,long
1,1,6,20,18,Loss,14,long
1,1,6,18,0a,Loss,14,long
1,1,7,5,6,Loss,7,short
1,1,7,6,7,Loss,7,short
1,1,7,7,8,Loss,7,short
1,1,7,8,17,Loss,7,short
1,1,7,17,20,Loss,7,short
1,1,7,20,14,Loss,7,short
1,1,7,14,0a,Loss,7,short
1,1,8,5,6,Loss,6,short
1,1,8,6,8,Loss,6,short
1,1,8,8,12,Loss,6,short
1,1,8,12,17,Loss,6,short
1,1,8,17,20,Loss,6,short
1,1,8,20,0b,Loss,6,short
1,1,9,6,0b,Loss,1,short
1,1,10,5,6,Loss,5,short
1,1,10,6,8,Loss,5,short
1,1,10,8,9,Loss,5,short
1,1,10,9,13,Loss,5,short
1,1,10,13,3,Loss,5,short
1,1,11,5,6,Loss,6,short
1,1,11,6,7,Loss,6,short
1,1,11,7,11,Loss,6,short
1,1,11,11,16,Loss,6,short
1,1,11,16,17,Loss,6,short
1,1,11,17,0a,Loss,6,short
1,1,12,5,6,Loss,6,short
1,1,12,6,9,Loss,6,short
1,1,12,9,8,Loss,6,short
1,1,12,8,12,Loss,6,short
1,1,12,12,16,Loss,6,short
1,1,12,16,0a,Loss,6,short
1,1,13,24,11,Loss,9,short
1,1,13,11,16,Loss,9,short
1,1,13,16,15,Loss,9,short
1,1,13,15,11,Loss,9,short
1,1,13,11,12,Loss,9,short
1,1,13,12,8,Loss,9,short
1,1,13,8,17,Loss,9,short
1,1,13,17,20,Loss,9,short
1,1,13,20,2,Loss,9,short
1,1,14,6,8,Loss,8,short
1,1,14,8,12,Loss,8,short
1,1,14,12,17,Loss,8,short
1,1,14,17,21,Loss,8,short
1,1,14,21,15,Loss,8,short
1,1,14,15,11,Loss,8,short
1,1,14,11,20,Loss,8,short
1,1,14,20,0b,Loss,8,short
1,1,15,6,8,Loss,26,long
1,1,15,8,12,Loss,26,long
1,1,15,12,17,Loss,26,long
1,1,15,17,13,Loss,26,long
1,1,15,13,18,Loss,26,long
1,1,15,18,23,Loss,26,long
1,1,15,23,9,Loss,26,long
1,1,15,9,13,Loss,26,long
1,1,15,13,18,Loss,26,long
1,1,15,18,8,Loss,26,long
1,1,15,8,9,Loss,26,long
1,1,15,9,17,Loss,26,long
1,1,15,17,20,Loss,26,long
1,1,15,20,11,Loss,26,long
1,1,15,11,17,Loss,26,long
1,1,15,17,20,Loss,26,long
1,1,15,20,21,Loss,26,long
1,1,15,21,15,Loss,26,long
1,1,15,15,22,Loss,26,long
1,1,15,22,7,Loss,26,long
1,1,15,7,8,Loss,26,long
1,1,15,8,12,Loss,26,long
1,1,15,12,17,Loss,26,long
1,1,15,17,20,Loss,26,long
1,1,15,20,21,Loss,26,long
1,1,15,21,2,Loss,26,long
1,1,16,6,7,Loss,5,short
1,1,16,7,11,Loss,5,short
1,1,16,11,16,Loss,5,short
1,1,16,16,15,Loss,5,short
1,1,16,15,0a,Loss,5,short
1,1,17,5,6,Loss,8,short
1,1,17,6,7,Loss,8,short
1,1,17,7,11,Loss,8,short
1,1,17,11,12,Loss,8,short
1,1,17,12,11,Loss,8,short
1,1,17,11,16,Loss,8,short
1,1,17,16,15,Loss,8,short
1,1,17,15,2,Loss,8,short
1,1,18,22,8,Loss,5,short
1,1,18,8,12,Loss,5,short
1,1,18,12,17,Loss,5,short
1,1,18,17,20,Loss,5,short
1,1,18,20,0a,Loss,5,short
1,1,19,5,6,Loss,8,short
1,1,19,6,8,Loss,8,short
1,1,19,8,12,Loss,8,short
1,1,19,12,18,Loss,8,short
1,1,19,18,20,Loss,8,short
1,1,19,20,15,Loss,8,short
1,1,19,15,11,Loss,8,short
1,1,19,11,3,Loss,8,short
1,1,20,6,8,Loss,6,short
1,1,20,8,9,Loss,6,short
1,1,20,9,13,Loss,6,short
1,1,20,13,18,Loss,6,short
1,1,20,18,17,Loss,6,short
1,1,20,17,0a,Loss,6,short
1,1,21,6,8,Loss,3,short
1,1,21,8,7,Loss,3,short
1,1,21,7,0b,Loss,3,short
1,1,22,5,6,Loss,7,short
1,1,22,6,9,Loss,7,short
1,1,22,9,8,Loss,7,short
1,1,22,8,12,Loss,7,short
1,1,22,12,17,Loss,7,short
1,1,22,17,20,Loss,7,short
1,1,22,20,2,Loss,7,short
1,1,23,6,8,Loss,11,long
1,1,23,8,12,Loss,11,long
1,1,23,12,17,Loss,11,long
1,1,23,17,20,Loss,11,long
1,1,23,20,21,Loss,11,long
1,1,23,21,2,Loss,11,long
1,1,23,6,7,Loss,11,long
1,1,23,7,11,Loss,11,long
1,1,23,11,16,Loss,11,long
1,1,23,16,15,Loss,11,long
1,1,23,15,2,Loss,11,long
1,1,24,5,6,Loss,7,short
1,1,24,6,7,Loss,7,short
1,1,24,7,11,Loss,7,short
1,1,24,11,16,Loss,7,short
1,1,24,16,15,Loss,7,short
1,1,24,15,21,Loss,7,short
1,1,24,21,3,Loss,7,short
1,1,25,5,6,Loss,2,short
1,1,25,6,1,Loss,2,short
1,1,26,6,8,Loss,6,short
1,1,26,8,9,Loss,6,short
1,1,26,9,13,Loss,6,short
1,1,26,13,18,Loss,6,short
1,1,26,18,19,Loss,6,short
1,1,26,19,0a,Loss,6,short
1,2,27,5,6,Loss,8,short
1,2,27,6,9,Loss,8,short
1,2,27,9,8,Loss,8,short
1,2,27,8,11,Loss,8,short
1,2,27,11,10,Loss,8,short
1,2,27,10,15,Loss,8,short
1,2,27,15,21,Loss,8,short
1,2,27,21,2,Loss,8,short
1,2,28,6,8,Loss,8,short
1,2,28,8,12,Loss,8,short
1,2,28,12,13,Loss,8,short
1,2,28,13,19,Loss,8,short
1,2,28,19,18,Loss,8,short
1,2,28,18,13,Loss,8,short
1,2,28,13,18,Loss,8,short
1,2,28,18,0a,Loss,8,short
1,2,29,5,6,Loss,7,short
1,2,29,6,8,Loss,7,short
1,2,29,8,13,Loss,7,short
1,2,29,13,18,Loss,7,short
1,2,29,18,20,Loss,7,short
1,2,29,20,21,Loss,7,short
1,2,29,21,2,Loss,7,short
1,2,30,6,7,Loss,6,short
1,2,30,7,11,Loss,6,short
1,2,30,11,16,Loss,6,short
1,2,30,16,17,Loss,6,short
1,2,30,17,20,Loss,6,short
1,2,30,20,2,Loss,6,short
1,2,31,5,6,Loss,9,short
1,2,31,6,9,Loss,9,short
1,2,31,9,13,Loss,9,short
1,2,31,13,17,Loss,9,short
1,2,31,17,20,Loss,9,short
1,2,31,20,21,Loss,9,short
1,2,31,21,20,Loss,9,short
1,2,31,20,13,Loss,9,short
1,2,31,13,0a,Loss,9,short
1,2,32,6,9,Loss,7,short
1,2,32,9,8,Loss,7,short
1,2,32,8,12,Loss,7,short
1,2,32,12,17,Loss,7,short
1,2,32,17,20,Loss,7,short
1,2,32,20,21,Loss,7,short
1,2,32,21,2,Loss,7,short
1,2,33,6,9,Loss,3,short
1,2,33,9,20,Loss,3,short
1,2,33,20,2,Loss,3,short
1,2,34,5,6,Loss,16,long
1,2,34,6,7,Loss,16,long
1,2,34,7,11,Loss,16,long
1,2,34,11,16,Loss,16,long
1,2,34,16,11,Loss,16,long
1,2,34,11,13,Loss,16,long
1,2,34,13,17,Loss,16,long
1,2,34,17,12,Loss,16,long
1,2,34,12,17,Loss,16,long
1,2,34,17,18,Loss,16,long
1,2,34,18,20,Loss,16,long
1,2,34,20,21,Loss,16,long
1,2,34,21,11,Loss,16,long
1,2,34,11,16,Loss,16,long
1,2,34,16,21,Loss,16,long
1,2,34,21,0a,Loss,16,long
1,2,35,21,20,Loss,5,short
1,2,35,20,12,Loss,5,short
1,2,35,12,17,Loss,5,short
1,2,35,17,20,Loss,5,short
1,2,35,20,0a,Loss,5,short
1,2,36,5,6,Loss,11,long
1,2,36,6,9,Loss,11,long
1,2,36,9,8,Loss,11,long
1,2,36,8,12,Loss,11,long
1,2,36,12,13,Loss,11,long
1,2,36,13,9,Loss,11,long
1,2,36,9,8,Loss,11,long
1,2,36,8,12,Loss,11,long
1,2,36,12,13,Loss,11,long
1,2,36,13,18,Loss,11,long
1,2,36,18,2,Loss,11,long
1,2,37,6,8,Loss,7,short
1,2,37,8,12,Loss,7,short
1,2,37,12,17,Loss,7,short
1,2,37,17,18,Loss,7,short
1,2,37,18,19,Loss,7,short
1,2,37,19,20,Loss,7,short
1,2,37,20,0a,Loss,7,short
1,2,38,6,8,Loss,6,short
1,2,38,8,13,Loss,6,short
1,2,38,13,18,Loss,6,short
1,2,38,18,17,Loss,6,short
1,2,38,17,20,Loss,6,short
1,2,38,20,0a,Loss,6,short
1,2,39,5,6,Loss,7,short
1,2,39,6,7,Loss,7,short
1,2,39,7,8,Loss,7,short
1,2,39,8,12,Loss,7,short
1,2,39,12,17,Loss,7,short
1,2,39,17,11,Loss,7,short
1,2,39,11,0a,Loss,7,short
1,2,40,6,9,Loss,5,short
1,2,40,9,12,Loss,5,short
1,2,40,12,17,Loss,5,short
1,2,40,17,20,Loss,5,short
1,2,40,20,0a,Loss,5,short
1,2,41,5,6,Loss,7,short
1,2,41,6,8,Loss,7,short
1,2,41,8,9,Loss,7,short
1,2,41,9,13,Loss,7,short
1,2,41,13,18,Loss,7,short
1,2,41,18,14,Loss,7,short
1,2,41,14,3,Loss,7,short
1,2,42,6,8,Loss,5,short
1,2,42,8,12,Loss,5,short
1,2,42,12,17,Loss,5,short
1,2,42,17,12,Loss,5,short
1,2,42,12,0a,Loss,5,short
1,2,43,5,6,Loss,8,short
1,2,43,6,9,Loss,8,short
1,2,43,9,13,Loss,8,short
1,2,43,13,9,Loss,8,short
1,2,43,9,8,Loss,8,short
1,2,43,8,12,Loss,8,short
1,2,43,12,10,Loss,8,short
1,2,43,10,0a,Loss,8,short
1,2,44,8,12,Loss,12,long
1,2,44,12,16,Loss,12,long
1,2,44,16,17,Loss,12,long
1,2,44,17,20,Loss,12,long
1,2,44,20,14,Loss,12,long
1,2,44,14,13,Loss,12,long
1,2,44,13,12,Loss,12,long
1,2,44,12,17,Loss,12,long
1,2,44,17,20,Loss,12,long
1,2,44,20,21,Loss,12,long
1,2,44,21,10,Loss,12,long
1,2,44,10,3,Loss,12,long
1,2,45,5,6,Loss,6,short
1,2,45,6,8,Loss,6,short
1,2,45,8,12,Loss,6,short
1,2,45,12,17,Loss,6,short
1,2,45,17,10,Loss,6,short
1,2,45,10,0a,Loss,6,short
1,2,46,6,7,Loss,6,short
1,2,46,7,11,Loss,6,short
1,2,46,11,16,Loss,6,short
1,2,46,16,20,Loss,6,short
1,2,46,20,21,Loss,6,short
1,2,46,21,0b,Loss,6,short
1,2,47,6,8,Loss,4,short
1,2,47,8,17,Loss,4,short
1,2,47,17,13,Loss,4,short
1,2,47,13,0a,Loss,4,short
1,2,48,6,8,Loss,6,short
1,2,48,8,9,Loss,6,short
1,2,48,9,12,Loss,6,short
1,2,48,12,17,Loss,6,short
1,2,48,17,10,Loss,6,short
1,2,48,10,3,Loss,6,short
1,2,49,6,9,Loss,5,short
1,2,49,9,13,Loss,5,short
1,2,49,13,18,Loss,5,short
1,2,49,18,13,Loss,5,short
1,2,49,13,0a,Loss,5,short
1,2,50,5,6,Loss,7,short
1,2,50,6,8,Loss,7,short
1,2,50,8,9,Loss,7,short
1,2,50,9,13,Loss,7,short
1,2,50,13,17,Loss,7,short
1,2,50,17,20,Loss,7,short
1,2,50,20,2,Loss,7,short
1,2,51,5,6,Loss,12,long
1,2,51,6,8,Loss,12,long
1,2,51,8,12,Loss,12,long
1,2,51,12,11,Loss,12,long
1,2,51,11,16,Loss,12,long
1,2,51,16,15,Loss,12,long
1,2,51,15,8,Loss,12,long
1,2,51,8,12,Loss,12,long
1,2,51,12,17,Loss,12,long
1,2,51,17,20,Loss,12,long
1,2,51,20,21,Loss,12,long
1,2,51,21,2,Loss,12,long
1,2,52,5,6,Loss,6,short
1,2,52,6,9,Loss,6,short
1,2,52,9,13,Loss,6,short
1,2,52,13,17,Loss,6,short
1,2,52,17,11,Loss,6,short
1,2,52,11,3,Loss,6,short
1,2,53,6,8,Loss,6,short
1,2,53,8,9,Loss,6,short
1,2,53,9,13,Loss,6,short
1,2,53,13,18,Loss,6,short
1,2,53,18,21,Loss,6,short
1,2,53,21,0a,Loss,6,short
1,2,54,6,8,Loss,7,short
1,2,54,8,9,Loss,7,short
1,2,54,9,12,Loss,7,short
1,2,54,12,17,Loss,7,short
1,2,54,17,16,Loss,7,short
1,2,54,16,20,Loss,7,short
1,2,54,20,0a,Loss,7,short
1,3,55,6,8,Loss,6,short
1,3,55,8,12,Loss,6,short
1,3,55,12,11,Loss,6,short
1,3,55,11,16,Loss,6,short
1,3,55,16,15,Loss,6,short
1,3,55,15,2,Loss,6,short
1,3,56,5,6,Loss,13,long
1,3,56,6,9,Loss,13,long
1,3,56,9,8,Loss,13,long
1,3,56,8,12,Loss,13,long
1,3,56,12,17,Loss,13,long
1,3,56,17,16,Loss,13,long
1,3,56,16,15,Loss,13,long
1,3,56,15,21,Loss,13,long
1,3,56,21,18,Loss,13,long
1,3,56,18,17,Loss,13,long
1,3,56,17,20,Loss,13,long
1,3,56,20,21,Loss,13,long
1,3,56,21,0b,Loss,13,long
1,3,57,5,6,Loss,8,short
1,3,57,6,8,Loss,8,short
1,3,57,8,9,Loss,8,short
1,3,57,9,13,Loss,8,short
1,3,57,13,18,Loss,8,short
1,3,57,18,20,Loss,8,short
1,3,57,20,10,Loss,8,short
1,3,57,10,0a,Loss,8,short
1,3,58,6,7,Loss,6,short
1,3,58,7,8,Loss,6,short
1,3,58,8,12,Loss,6,short
1,3,58,12,17,Loss,6,short
1,3,58,17,20,Loss,6,short
1,3,58,20,2,Loss,6,short
1,3,59,6,7,Loss,6,short
1,3,59,7,11,Loss,6,short
1,3,59,11,16,Loss,6,short
1,3,59,16,20,Loss,6,short
1,3,59,20,21,Loss,6,short
1,3,59,21,0a,Loss,6,short
1,3,60,5,6,Loss,6,short
1,3,60,6,9,Loss,6,short
1,3,60,9,13,Loss,6,short
1,3,60,13,18,Loss,6,short
1,3,60,18,19,Loss,6,short
1,3,60,19,2,Loss,6,short
1,3,61,5,6,Loss,7,short
1,3,61,6,7,Loss,7,short
1,3,61,7,11,Loss,7,short
1,3,61,11,16,Loss,7,short
1,3,61,16,20,Loss,7,short
1,3,61,20,21,Loss,7,short
1,3,61,21,2,Loss,7,short
1,3,62,5,6,Loss,9,short
1,3,62,6,8,Loss,9,short
1,3,62,8,13,Loss,9,short
1,3,62,13,12,Loss,9,short
1,3,62,12,11,Loss,9,short
1,3,62,11,16,Loss,9,short
1,3,62,16,15,Loss,9,short
1,3,62,15,21,Loss,9,short
1,3,62,21,0a,Loss,9,short
1,3,63,5,6,Loss,5,short
1,3,63,6,8,Loss,5,short
1,3,63,8,12,Loss,5,short
1,3,63,12,21,Loss,5,short
1,3,63,21,2,Loss,5,short
1,3,64,5,6,Loss,13,long
1,3,64,6,8,Loss,13,long
1,3,64,8,9,Loss,13,long
1,3,64,9,8,Loss,13,long
1,3,64,8,12,Loss,13,long
1,3,64,12,17,Loss,13,long
1,3,64,17,20,Loss,13,long
1,3,64,20,15,Loss,13,long
1,3,64,15,12,Loss,13,long
1,3,64,12,17,Loss,13,long
1,3,64,17,20,Loss,13,long
1,3,64,20,21,Loss,13,long
1,3,64,21,0a,Loss,13,long
1,3,65,5,6,Loss,7,short
1,3,65,6,9,Loss,7,short
1,3,65,9,8,Loss,7,short
1,3,65,8,12,Loss,7,short
1,3,65,12,17,Loss,7,short
1,3,65,17,12,Loss,7,short
1,3,65,12,3,Loss,7,short
1,3,66,5,6,Loss,4,short
1,3,66,6,8,Loss,4,short
1,3,66,8,13,Loss,4,short
1,3,66,13,3,Loss,4,short
1,3,67,5,6,Loss,5,short
1,3,67,6,8,Loss,5,short
1,3,67,8,20,Loss,5,short
1,3,67,20,21,Loss,5,short
1,3,67,21,2,Loss,5,short
1,3,68,5,6,Loss,16,long
1,3,68,6,9,Loss,16,long
1,3,68,9,8,Loss,16,long
1,3,68,8,12,Loss,16,long
1,3,68,12,17,Loss,16,long
1,3,68,17,20,Loss,16,long
1,3,68,20,8,Loss,16,long
1,3,68,8,12,Loss,16,long
1,3,68,12,17,Loss,16,long
1,3,68,17,15,Loss,16,long
1,3,68,15,19,Loss,16,long
1,3,68,19,13,Loss,16,long
1,3,68,13,12,Loss,16,long
1,3,68,12,17,Loss,16,long
1,3,68,17,20,Loss,16,long
1,3,68,20,0b,Loss,16,long
1,3,69,6,7,Loss,7,short
1,3,69,7,8,Loss,7,short
1,3,69,8,12,Loss,7,short
1,3,69,12,17,Loss,7,short
1,3,69,17,20,Loss,7,short
1,3,69,20,21,Loss,7,short
1,3,69,21,0b,Loss,7,short
1,3,70,5,6,Loss,6,short
1,3,70,6,9,Loss,6,short
1,3,70,9,11,Loss,6,short
1,3,70,11,16,Loss,6,short
1,3,70,16,20,Loss,6,short
1,3,70,20,2,Loss,6,short
1,3,71,5,6,Loss,17,long
1,3,71,6,7,Loss,17,long
1,3,71,7,8,Loss,17,long
1,3,71,8,12,Loss,17,long
1,3,71,12,17,Loss,17,long
1,3,71,17,18,Loss,17,long
1,3,71,18,13,Loss,17,long
1,3,71,13,17,Loss,17,long
1,3,71,17,23,Loss,17,long
1,3,71,23,8,Loss,17,long
1,3,71,8,12,Loss,17,long
1,3,71,12,11,Loss,17,long
1,3,71,11,7,Loss,17,long
1,3,71,7,12,Loss,17,long
1,3,71,12,17,Loss,17,long
1,3,71,17,20,Loss,17,long
1,3,71,20,2,Loss,17,long
1,3,72,6,8,Loss,7,short
1,3,72,8,9,Loss,7,short
1,3,72,9,12,Loss,7,short
1,3,72,12,17,Loss,7,short
1,3,72,17,20,Loss,7,short
1,3,72,20,21,Loss,7,short
1,3,72,21,2,Loss,7,short
1,3,73,5,6,Loss,10,short
1,3,73,6,9,Loss,10,short
1,3,73,9,8,Loss,10,short
1,3,73,8,9,Loss,10,short
1,3,73,9,8,Loss,10,short
1,3,73,8,12,Loss,10,short
1,3,73,12,17,Loss,10,short
1,3,73,17,20,Loss,10,short
1,3,73,20,10,Loss,10,short
1,3,73,10,0a,Loss,10,short
1,3,74,6,7,Loss,5,short
1,3,74,7,11,Loss,5,short
1,3,74,11,16,Loss,5,short
1,3,74,16,11,Loss,5,short
1,3,74,11,10,Loss,5,short
1,3,75,10,0a,Loss,9,short
1,3,75,5,6,Loss,9,short
1,3,75,6,8,Loss,9,short
1,3,75,8,12,Loss,9,short
1,3,75,12,17,Loss,9,short
1,3,75,17,20,Loss,9,short
1,3,75,20,21,Loss,9,short
1,3,75,21,13,Loss,9,short
1,3,75,13,3,Loss,9,short
1,3,76,6,8,Loss,7,short
1,3,76,8,23,Loss,7,short
1,3,76,23,8,Loss,7,short
1,3,76,8,12,Loss,7,short
1,3,76,12,17,Loss,7,short
1,3,76,17,16,Loss,7,short
1,3,76,16,0a,Loss,7,short
1,3,77,5,6,Loss,4,short
1,3,77,6,8,Loss,4,short
1,3,77,8,12,Loss,4,short
1,3,77,12,3,Loss,4,short
1,4,78,5,6,Loss,8,short
1,4,78,6,7,Loss,8,short
1,4,78,7,11,Loss,8,short
1,4,78,11,16,Loss,8,short
1,4,78,16,17,Loss,8,short
1,4,78,17,20,Loss,8,short
1,4,78,20,21,Loss,8,short
1,4,78,21,2,Loss,8,short
1,4,79,6,9,Loss,12,long
1,4,79,9,8,Loss,12,long
1,4,79,8,12,Loss,12,long
1,4,79,12,17,Loss,12,long
1,4,79,17,11,Loss,12,long
1,4,79,11,7,Loss,12,long
1,4,79,7,8,Loss,12,long
1,4,79,8,12,Loss,12,long
1,4,79,12,13,Loss,12,long
1,4,79,13,18,Loss,12,long
1,4,79,18,20,Loss,12,long
1,4,79,20,21,Loss,12,long
1,4,80,5,6,Loss,12,long
1,4,80,6,8,Loss,12,long
1,4,80,8,9,Loss,12,long
1,4,80,9,13,Loss,12,long
1,4,80,13,12,Loss,12,long
1,4,80,12,17,Loss,12,long
1,4,80,17,16,Loss,12,long
1,4,80,16,15,Loss,12,long
1,4,80,15,17,Loss,12,long
1,4,80,17,12,Loss,12,long
1,4,80,12,21,Loss,12,long
1,4,80,21,1,Loss,12,long
1,4,81,5,6,Loss,8,short
1,4,81,6,9,Loss,8,short
1,4,81,9,8,Loss,8,short
1,4,81,8,12,Loss,8,short
1,4,81,12,17,Loss,8,short
1,4,81,17,20,Loss,8,short
1,4,81,20,21,Loss,8,short
1,4,81,21,2,Loss,8,short
1,4,82,6,8,Loss,6,short
1,4,82,8,12,Loss,6,short
1,4,82,12,17,Loss,6,short
1,4,82,17,20,Loss,6,short
1,4,82,20,21,Loss,6,short
1,4,82,21,2,Loss,6,short
1,4,83,5,6,Loss,12,long
1,4,83,6,8,Loss,12,long
1,4,83,8,7,Loss,12,long
1,4,83,7,8,Loss,12,long
1,4,83,8,14,Loss,12,long
1,4,83,14,5,Loss,12,long
1,4,83,5,6,Loss,12,long
1,4,83,6,9,Loss,12,long
1,4,83,9,13,Loss,12,long
1,4,83,13,18,Loss,12,long
1,4,83,18,20,Loss,12,long
1,4,83,20,2,Loss,12,long
1,4,84,5,6,Loss,11,long
1,4,84,6,8,Loss,11,long
1,4,84,8,12,Loss,11,long
1,4,84,12,17,Loss,11,long
1,4,84,17,20,Loss,11,long
1,4,84,20,16,Loss,11,long
1,4,84,16,8,Loss,11,long
1,4,84,8,11,Loss,11,long
1,4,84,11,16,Loss,11,long
1,4,84,16,20,Loss,11,long
1,4,84,20,0a,Loss,11,long
1,4,85,6,9,Loss,9,short
1,4,85,9,13,Loss,9,short
1,4,85,13,8,Loss,9,short
1,4,85,8,9,Loss,9,short
1,4,85,9,13,Loss,9,short
1,4,85,13,18,Loss,9,short
1,4,85,18,20,Loss,9,short
1,4,85,20,15,Loss,9,short
1,4,85,15,0a,Loss,9,short
1,4,86,5,6,Loss,7,short
1,4,86,6,9,Loss,7,short
1,4,86,9,8,Loss,7,short
1,4,86,8,12,Loss,7,short
1,4,86,12,13,Loss,7,short
1,4,86,13,21,Loss,7,short
1,4,86,21,2,Loss,7,short
1,4,87,5,6,Loss,8,short
1,4,87,6,8,Loss,8,short
1,4,87,8,7,Loss,8,short
1,4,87,7,11,Loss,8,short
1,4,87,11,16,Loss,8,short
1,4,87,16,17,Loss,8,short
1,4,87,17,13,Loss,8,short
1,4,87,13,0a,Loss,8,short
1,4,88,5,6,Loss,10,short
1,4,88,6,8,Loss,10,short
1,4,88,8,12,Loss,10,short
1,4,88,12,17,Loss,10,short
1,4,88,17,20,Loss,10,short
1,4,88,20,10,Loss,10,short
1,4,88,10,15,Loss,10,short
1,4,88,15,20,Loss,10,short
1,4,88,20,11,Loss,10,short
1,4,88,11,0a,Loss,10,short
1,4,89,5,6,Loss,7,short
1,4,89,6,8,Loss,7,short
1,4,89,8,12,Loss,7,short
1,4,89,12,17,Loss,7,short
1,4,89,17,20,Loss,7,short
1,4,89,20,19,Loss,7,short
1,4,89,19,2,Loss,7,short
1,4,90,5,6,Loss,8,short
1,4,90,6,8,Loss,8,short
1,4,90,8,12,Loss,8,short
1,4,90,12,17,Loss,8,short
1,4,90,17,12,Loss,8,short
1,4,90,12,17,Loss,8,short
1,4,90,17,20,Loss,8,short
1,4,90,20,2,Loss,8,short
1,4,91,6,8,Loss,11,long
1,4,91,8,9,Loss,11,long
1,4,91,9,13,Loss,11,long
1,4,91,13,9,Loss,11,long
1,4,91,9,8,Loss,11,long
1,4,91,8,12,Loss,11,long
1,4,91,12,12,Loss,11,long
1,4,91,12,17,Loss,11,long
1,4,91,17,20,Loss,11,long
1,4,91,20,21,Loss,11,long
1,4,91,21,0a,Loss,11,long
1,4,92,5,6,Loss,7,short
1,4,92,6,8,Loss,7,short
1,4,92,8,12,Loss,7,short
1,4,92,12,17,Loss,7,short
1,4,92,17,20,Loss,7,short
1,4,92,20,21,Loss,7,short
1,4,92,21,0a,Loss,7,short
1,4,93,6,9,Loss,6,short
1,4,93,9,13,Loss,6,short
1,4,93,13,18,Loss,6,short
1,4,93,18,20,Loss,6,short
1,4,93,20,21,Loss,6,short
1,4,93,21,2,Loss,6,short
1,4,94,6,8,Loss,8,short
1,4,94,8,9,Loss,8,short
1,4,94,9,8,Loss,8,short
1,4,94,8,12,Loss,8,short
1,4,94,12,17,Loss,8,short
1,4,94,17,16,Loss,8,short
1,4,94,16,20,Loss,8,short
1,4,94,20,2,Loss,8,short
1,4,95,5,6,Loss,5,short
1,4,95,6,8,Loss,5,short
1,4,95,8,12,Loss,5,short
1,4,95,12,18,Loss,5,short
1,4,95,18,2,Loss,5,short
1,4,96,5,6,Loss,6,short
1,4,96,6,8,Loss,6,short
1,4,96,8,12,Loss,6,short
1,4,96,12,17,Loss,6,short
1,4,96,17,11,Loss,6,short
1,4,96,11,0a,Loss,6,short
1,4,97,5,6,Loss,9,short
1,4,97,6,9,Loss,9,short
1,4,97,9,8,Loss,9,short
1,4,97,8,9,Loss,9,short
1,4,97,9,8,Loss,9,short
1,4,97,8,17,Loss,9,short
1,4,97,17,20,Loss,9,short
1,4,97,20,11,Loss,9,short
1,4,97,11,0a,Loss,9,short
1,4,98,6,7,Loss,6,short
1,4,98,7,11,Loss,6,short
1,4,98,11,16,Loss,6,short
1,4,98,16,15,Loss,6,short
1,4,98,15,21,Loss,6,short
1,4,98,21,2,Loss,6,short
1,4,99,5,6,Loss,8,short
1,4,99,6,8,Loss,8,short
1,4,99,8,7,Loss,8,short
1,4,99,7,11,Loss,8,short
1,4,99,11,16,Loss,8,short
1,4,99,16,15,Loss,8,short
1,4,99,15,20,Loss,8,short
1,4,99,20,0a,Loss,8,short
1,4,100,5,6,Loss,15,long
1,4,100,6,8,Loss,15,long
1,4,100,8,12,Loss,15,long
1,4,100,12,17,Loss,15,long
1,4,100,17,11,Loss,15,long
